Sample in Buffer,Sample in Window,TRIGGER,dbg_pc[14:0],dbg_rstn,dbg_uart_addr,dbg_uart_tx_pre,dbg_uart_tx_valid,trap_trigger,reg_dec_pc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3961,3961,0,00a0,1,0,1,0,0,00000098
3962,3962,0,00a4,1,0,1,0,0,0000009c
3963,3963,0,00a8,1,0,1,0,0,000000a0
3964,3964,0,00ac,1,0,1,0,0,000000a4
3965,3965,0,00ac,1,0,1,0,0,000000a4
3966,3966,0,00ac,1,0,1,0,0,000000a4
3967,3967,0,00b0,1,0,1,0,0,000000a8
3968,3968,0,00b4,1,0,1,0,0,000000ac
3969,3969,0,0054,1,0,1,0,0,000000ac
3970,3970,0,0058,1,0,1,0,0,00000000
3971,3971,0,005c,1,0,1,0,0,00000054
3972,3972,0,0068,1,0,1,0,0,00000054
3973,3973,0,006c,1,0,1,0,0,00000000
3974,3974,0,0070,1,0,1,0,0,00000068
3975,3975,0,0070,1,0,1,0,0,00000068
3976,3976,0,0070,1,0,1,0,0,00000068
3977,3977,0,0074,1,0,1,0,0,0000006c
3978,3978,0,0078,1,0,1,0,0,00000070
3979,3979,0,007c,1,0,1,0,0,00000074
3980,3980,0,0080,1,0,1,0,0,00000078
3981,3981,0,0084,1,0,1,0,0,0000007c
3982,3982,0,0088,1,0,1,0,0,00000080
3983,3983,0,008c,1,0,1,0,0,00000084
3984,3984,0,0090,1,0,1,0,0,00000088
3985,3985,0,0090,1,0,1,0,0,00000088
3986,3986,0,0090,1,0,1,0,0,00000088
3987,3987,0,0094,1,0,1,0,0,0000008c
3988,3988,0,0094,1,0,1,0,0,0000008c
3989,3989,0,0098,1,0,1,0,0,00000090
3990,3990,0,009c,1,0,1,0,0,00000094
3991,3991,0,00a0,1,0,1,0,0,00000098
3992,3992,0,00a4,1,0,1,0,0,0000009c
3993,3993,0,00a8,1,0,1,0,0,000000a0
3994,3994,0,00ac,1,0,1,0,0,000000a4
3995,3995,0,00ac,1,0,1,0,0,000000a4
3996,3996,0,00ac,1,0,1,0,0,000000a4
3997,3997,0,00b0,1,0,1,0,0,000000a8
3998,3998,0,00b4,1,0,1,0,0,000000ac
3999,3999,0,0054,1,0,1,0,0,000000ac
4000,4000,0,0058,1,0,1,0,0,00000000
4001,4001,0,005c,1,0,1,0,0,00000054
4002,4002,0,0068,1,0,1,0,0,00000054
4003,4003,0,006c,1,0,1,0,0,00000000
4004,4004,0,0070,1,0,1,0,0,00000068
4005,4005,0,0070,1,0,1,0,0,00000068
4006,4006,0,0070,1,0,1,0,0,00000068
4007,4007,0,0074,1,0,1,0,0,0000006c
4008,4008,0,0078,1,0,1,0,0,00000070
4009,4009,0,007c,1,0,1,0,0,00000074
4010,4010,0,0080,1,0,1,0,0,00000078
4011,4011,0,0084,1,0,1,0,0,0000007c
4012,4012,0,0088,1,0,1,0,0,00000080
4013,4013,0,008c,1,0,1,0,0,00000084
4014,4014,0,0090,1,0,1,0,0,00000088
4015,4015,0,0090,1,0,1,0,0,00000088
4016,4016,0,0090,1,0,1,0,0,00000088
4017,4017,0,0094,1,0,1,0,0,0000008c
4018,4018,0,0094,1,0,1,0,0,0000008c
4019,4019,0,0098,1,0,1,0,0,00000090
4020,4020,0,009c,1,0,1,0,0,00000094
4021,4021,0,00a0,1,0,1,0,0,00000098
4022,4022,0,00a4,1,0,1,0,0,0000009c
4023,4023,0,00a8,1,0,1,0,0,000000a0
4024,4024,0,00ac,1,0,1,0,0,000000a4
4025,4025,0,00ac,1,0,1,0,0,000000a4
4026,4026,0,00ac,1,0,1,0,0,000000a4
4027,4027,0,00b0,1,0,1,0,0,000000a8
4028,4028,0,00b4,1,0,1,0,0,000000ac
4029,4029,0,0054,1,0,1,0,0,000000ac
4030,4030,0,0058,1,0,1,0,0,00000000
4031,4031,0,005c,1,0,1,0,0,00000054
4032,4032,0,0068,1,0,1,0,0,00000054
4033,4033,0,006c,1,0,1,0,0,00000000
4034,4034,0,0070,1,0,1,0,0,00000068
4035,4035,0,0070,1,0,1,0,0,00000068
4036,4036,0,0070,1,0,1,0,0,00000068
4037,4037,0,0074,1,0,1,0,0,0000006c
4038,4038,0,0078,1,0,1,0,0,00000070
4039,4039,0,007c,1,0,1,0,0,00000074
4040,4040,0,0080,1,0,1,0,0,00000078
4041,4041,0,0084,1,0,1,0,0,0000007c
4042,4042,0,0088,1,0,1,0,0,00000080
4043,4043,0,008c,1,0,1,0,0,00000084
4044,4044,0,0090,1,0,1,0,0,00000088
4045,4045,0,0090,1,0,1,0,0,00000088
4046,4046,0,0090,1,0,1,0,0,00000088
4047,4047,0,0094,1,0,1,0,0,0000008c
4048,4048,0,0094,1,0,1,0,0,0000008c
4049,4049,0,0098,1,0,1,0,0,00000090
4050,4050,0,009c,1,0,1,0,0,00000094
4051,4051,0,00a0,1,0,1,0,0,00000098
4052,4052,0,00a4,1,0,1,0,0,0000009c
4053,4053,0,00a8,1,0,1,0,0,000000a0
4054,4054,0,00ac,1,0,1,0,0,000000a4
4055,4055,0,00ac,1,0,1,0,0,000000a4
4056,4056,0,00ac,1,0,1,0,0,000000a4
4057,4057,0,00b0,1,0,1,0,0,000000a8
4058,4058,0,00b4,1,0,1,0,0,000000ac
4059,4059,0,0054,1,0,1,0,0,000000ac
4060,4060,0,0058,1,0,1,0,0,00000000
4061,4061,0,005c,1,0,1,0,0,00000054
4062,4062,0,0068,1,0,1,0,0,00000054
4063,4063,0,006c,1,0,1,0,0,00000000
4064,4064,0,0070,1,0,1,0,0,00000068
4065,4065,0,0070,1,0,1,0,0,00000068
4066,4066,0,0070,1,0,1,0,0,00000068
4067,4067,0,0074,1,0,1,0,0,0000006c
4068,4068,0,0078,1,0,1,0,0,00000070
4069,4069,0,007c,1,0,1,0,0,00000074
4070,4070,0,0080,1,0,1,0,0,00000078
4071,4071,0,0084,1,0,1,0,0,0000007c
4072,4072,0,0088,1,0,1,0,0,00000080
4073,4073,0,008c,1,0,1,0,0,00000084
4074,4074,0,0090,1,0,1,0,0,00000088
4075,4075,0,0090,1,0,1,0,0,00000088
4076,4076,0,0090,1,0,1,0,0,00000088
4077,4077,0,0094,1,0,1,0,0,0000008c
4078,4078,0,0094,1,0,1,0,0,0000008c
4079,4079,0,0098,1,0,1,0,0,00000090
4080,4080,0,009c,1,0,1,0,0,00000094
4081,4081,0,00a0,1,0,1,0,0,00000098
4082,4082,0,00a4,1,0,1,0,0,0000009c
4083,4083,0,00a8,1,0,1,0,0,000000a0
4084,4084,0,00ac,1,0,1,0,0,000000a4
4085,4085,0,00ac,1,0,1,0,0,000000a4
4086,4086,0,00ac,1,0,1,0,0,000000a4
4087,4087,0,00b0,1,0,1,0,0,000000a8
4088,4088,0,00b4,1,0,1,0,0,000000ac
4089,4089,0,0054,1,0,1,0,0,000000ac
4090,4090,0,0058,1,0,1,0,0,00000000
4091,4091,0,005c,1,0,1,0,0,00000054
4092,4092,0,0068,1,0,1,0,0,00000054
4093,4093,0,006c,1,0,1,0,0,00000000
4094,4094,0,0070,1,0,1,0,0,00000068
4095,4095,0,0070,1,0,1,0,0,00000068
